date,close.WF,close.MK,ExpectedReturn.WF (%age),ExpectedReturn.MK (%age),Sheet_Name,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2015-12-18,53.79,2005.550049,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-21,54.02,2021.150024,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-22,54.34,2038.969971,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-23,55.04,2064.290039,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-24,54.82,2060.98999,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-28,54.68,2056.5,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-29,55.29,2078.360107,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-30,54.89,2063.360107,,,stocksReturns,,,,,,,,,,,,,,,,,
2015-12-31,54.36,2043.939941,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-04,52.91,2012.660034,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-05,52.89,2016.709961,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-06,51.88,1990.26001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-07,50.4,1943.089966,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-08,49.56,1922.030029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-11,50.09,1923.670044,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-12,51.36,1938.680054,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-13,49.73,1890.280029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-14,50.64,1921.839966,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-15,48.82,1880.329956,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-19,48.21,1881.329956,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-20,47.87,1859.329956,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-21,48.01,1868.98999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-22,49.02,1906.900024,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-25,47.66,1877.079956,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-26,48.26,1903.630005,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-27,48.57,1882.949951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-28,48.92,1893.359985,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-01-29,50.23,1940.23999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-01,49.94,1939.380005,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-02,48.83,1903.030029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-03,47.6,1912.530029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-04,48.25,1915.449951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-05,47.86,1880.050049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-08,46.5,1853.439941,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-09,46.45,1852.209961,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-10,46.17,1851.859985,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-11,45.16,1829.079956,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-12,47.31,1864.780029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-16,48.24,1895.579956,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-17,48.13,1926.819946,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-18,47.73,1917.829956,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-19,48.09,1917.780029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-22,49.19,1945.5,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-23,48.1,1921.27002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-24,47.61,1929.800049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-25,47.75,1951.699951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-26,48.07,1948.050049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-02-29,46.92,1932.22998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-01,48.72,1978.349976,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-02,49.57,1986.449951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-03,49.77,1993.400024,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-04,50.11,1999.98999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-07,50.07,2001.76001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-08,49.05,1979.26001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-09,48.79,1989.26001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-10,48.51,1989.569946,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-11,50.07,2022.189941,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-14,49.88,2019.640015,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-15,49.98,2015.930054,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-16,49.54,2027.219971,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-17,49.73,2040.589966,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-18,50.54,2049.580078,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-21,50.67,2051.600098,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-22,50.37,2049.800049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-23,49.76,2036.709961,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-24,48.9,2035.939941,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-28,48.7,2037.050049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-29,48.05,2055.01001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-30,48.65,2063.949951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-03-31,48.36,2059.73999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-01,48.45,2072.780029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-04,48.5,2066.129883,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-05,47.51,2045.170044,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-06,48.08,2066.659912,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-07,46.93,2041.910034,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-08,47.07,2047.599976,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-11,47.03,2041.98999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-12,47.77,2061.719971,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-13,49.03,2082.419922,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-14,48.79,2082.780029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-15,48.25,2080.72998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-18,48.84,2094.340088,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-19,49.88,2100.800049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-20,50.45,2102.399902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-21,50.05,2091.47998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-22,50.62,2091.580078,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-25,50.51,2087.790039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-26,50.92,2091.699951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-27,50.93,2095.149902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-28,50.41,2075.810059,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-04-29,49.98,2065.300049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-02,50.59,2081.429932,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-03,50.0,2063.370117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-04,48.94,2051.120117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-05,48.96,2050.629883,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-06,49.02,2057.139893,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-09,48.88,2058.689941,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-10,49.4,2084.389893,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-11,49.08,2064.459961,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-12,49.2,2064.110107,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-13,48.24,2046.609985,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-16,48.27,2066.659912,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-17,47.62,2047.209961,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-18,48.65,2047.630005,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-19,48.38,2040.040039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-20,48.75,2052.320068,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-23,48.7,2048.040039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-24,49.2,2076.060059,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-25,50.5,2090.540039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-26,50.55,2090.100098,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-27,50.85,2099.060059,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-05-31,50.72,2096.949951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-01,51.0,2099.330078,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-02,51.11,2105.26001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-03,50.19,2099.129883,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-06,50.49,2109.409912,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-07,50.27,2112.129883,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-08,50.0,2119.120117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-09,49.14,2115.47998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-10,48.34,2096.070068,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-13,47.97,2079.060059,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-14,46.88,2075.320068,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-15,46.78,2071.5,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-16,46.85,2077.98999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-17,46.6,2071.219971,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-20,46.93,2083.25,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-21,47.23,2088.899902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-22,46.97,2085.449951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-23,47.91,2113.320068,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-24,45.71,2037.410034,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-27,45.01,2000.540039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-28,46.1,2036.089966,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-29,46.97,2070.77002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-06-30,47.33,2098.860107,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-01,47.03,2102.949951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-05,46.21,2088.550049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-06,46.65,2099.72998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-07,46.8,2097.899902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-08,47.79,2129.899902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-11,48.08,2137.159912,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-12,48.35,2152.139893,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-13,48.27,2152.429932,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-14,48.94,2163.75,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-15,47.71,2161.73999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-18,48.28,2166.889893,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-19,48.37,2163.780029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-20,48.61,2173.02002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-21,48.3,2165.169922,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-22,48.32,2175.030029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-25,48.12,2168.47998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-26,47.97,2169.179932,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-27,48.0,2166.580078,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-28,48.13,2170.060059,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-07-29,47.97,2173.600098,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-01,47.81,2170.840088,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-02,47.7,2157.030029,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-03,47.57,2163.790039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-04,47.84,2164.25,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-05,48.68,2182.870117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-08,48.91,2180.889893,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-09,48.93,2181.73999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-10,48.18,2175.48999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-11,48.24,2185.790039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-12,47.9,2184.050049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-15,48.27,2190.149902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-16,48.44,2178.149902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-17,48.61,2182.219971,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-18,48.53,2187.02002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-19,48.65,2183.870117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-22,48.63,2182.639893,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-23,48.41,2186.899902,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-24,48.63,2175.439941,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-25,48.38,2172.469971,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-26,48.51,2169.040039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-29,49.56,2180.379883,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-30,50.62,2176.120117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-08-31,50.8,2170.949951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-01,50.43,2170.860107,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-02,50.55,2179.97998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-06,49.99,2186.47998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-07,49.77,2186.159912,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-08,49.9,2181.300049,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-09,48.72,2127.810059,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-12,48.54,2159.040039,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-13,46.96,2127.02002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-14,46.52,2125.77002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-15,46.15,2147.26001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-16,45.43,2139.159912,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-19,46.01,2139.120117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-20,46.56,2139.76001,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-21,45.83,2163.120117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-22,45.72,2177.179932,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-23,45.74,2164.689941,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-26,44.88,2146.100098,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-27,45.09,2159.929932,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-28,45.31,2171.370117,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-29,44.37,2151.129883,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-09-30,44.28,2168.27002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-10-03,43.83,2161.199951,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-10-04,43.75,2150.48999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-10-05,44.99,2159.72998,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-10-06,45.18,2160.77002,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-10-07,45.33,2153.73999,,,stocksReturns,,,,,,,,,,,,,,,,,
2016-10-10,45.65,2163.659912,,,stocksReturns,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,Average Monthly Return (Wells Fargo),,=AVERAGE(stocksReturns!D3:D281),,,,,,,,,,,,,
,,,,,Correlations and Betas,,Average Monthly Return (Market),,=AVERAGE(stocksReturns!E3:E281),,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,Sum product of deviations,,=SUM(stocksReturns!#REF!),,,,,,,,,,,,,
,,,,,Correlations and Betas,,No of observations (n),,279,,,,,,,,,,,,,
,,,,,Correlations and Betas,,DF,(n - 1),278,,,,,,,,,,,,,
,,,,,Correlations and Betas,,Covariance = Sum of product of deviations / n - 1,,,,Covar = Sigma(X-Ux) ( Y- Uy)/n - 1,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,Sum of Squared Deviation WF,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,Sum of Squared Deviation Market,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,Standard deviation (SD),,,,,,,,,,,,
,,,,,Correlations and Betas,,Variance WF =  Sum Squared Deviation WF / (n-1),,,,(SD RW),We are getting in fraction because we had converted %age back in decimals during calculations,,,,,,,,,,
,,,,,Correlations and Betas,,Variance Market =  Sum Squared Deviation Market / (n-1),,,,(SD RM),,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,"Corr (RW, RM) = Cov(RW, RM)/SD(WC) x SD (RM)",,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,Beta,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,Beta = Correlation (Firm's Expected Returns x Market Expected Returns/Market Standard Deviation),,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,"Beta = Slope (Firm's Fargo Expected Return, Market Expected Return Standard Deviation)",,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,,,,,,,,,,,,,,,
,,,,,Correlations and Betas,,,Use EXCEL function," = Slope (Wells Fargo Expected Return, Market Expected Return Standard Deviation)",,,,,,,,,,,,,
,,,,,Correlations and Betas,,Market Beta,,"=SLOPE(stocksReturns!D3:D281,stocksReturns!E3:E281)",,,,,,,,,,,,,
,,,,,Correlations and Betas,,"Corr (ERWellsFargo, ERMarket)",,"=CORREL(stocksReturns!D3:D281,stocksReturns!E3:E281)",,,,,,,,,,,,,
,,,,,Correlations and Betas,,Standard deviation (Wells Fargo),,=STDEV.S(stocksReturns!D3:D281),,Non %,,,,,,,,,,,
,,,,,Correlations and Betas,,Standard deviation (Market),,=STDEV.S(stocksReturns!E3:E281),,Non %,,,,,,,,,,,
